Ticker,Sector Code,Sector,IDX Sector,Sector Index,Subsector,Industry,Subindustry,Company Name,Source
ASHA,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",PT Cilacap Samudera Fishing Industry Tbk,IDX Live
ASII,C,Industrials,Perindustrian,IDXINDUST,Perusahaan Holding Multi Sektor,Perusahaan Holding Multi-sektor,Perusahaan Holding Multi-sektor,Astra International Tbk,IDX Live
ASJT,G,Financials,Keuangan,IDXFINANCE,Asuransi,Asuransi,Asuransi Umum,Asuransi Jasa Tania Tbk,IDX Live
ASLC,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Perdagangan Ritel,Ritel Khusus,Ritel Otomotif,PT Autopedia Sukses Lestari Tbk,IDX Live
ASLI,J,Infrastructures,Infrastruktur,IDXINFRA,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,PT Asri Karya Lestari Tbk.,IDX Live
ASMI,G,Financials,Keuangan,IDXFINANCE,Asuransi,Asuransi,Asuransi Umum,PT Asuransi Maximus Graha Persada Tbk.,IDX Live
ASPI,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Andalan Sakti Primaindo Tbk.,IDX Live
ASPR,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,PT Asia Pramulia Tbk,IDX Live
ASRI,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,ALAM SUTERA REALTY Tbk,IDX Live
ASRM,G,Financials,Keuangan,IDXFINANCE,Asuransi,Asuransi,Asuransi Umum,Asuransi Ramayana Tbk,IDX Live
ASSA,K,Transportation & Logistics,Transportasi & Logistik,IDXTRANS,Transportasi,Pengangkutan Darat Penumpang,Transportasi Jalanan,Adi Sarana Armada Tbk,IDX Live
ATAP,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Trimitra Prawara Goldland Tbk ,IDX Live
ATIC,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Jasa & Konsultan TI,Jasa & Konsultan TI,PT Anabatic Technologies Tbk,IDX Live
ATLA,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",PT Atlantis Subsea Indonesia Tbk,IDX Live
AUTO,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Astra Otoparts Tbk,IDX Live
AVIA,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Barang Kimia,Barang Kimia Khusus,PT Avia Avian Tbk,IDX Live
AWAN,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,PT Era Digital Media Tbk,IDX Live
AXIO,I,Technology,Teknologi,IDXTECHNO,Perangkat Keras & Peralatan Teknologi,Perangkat Komputer,Perangkat Komputer,PT Tera Data Indonusa Tbk,IDX Live
AYAM,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",PT Janu Putra Sejahtera Tbk.,IDX Live
AYLS,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Material Konstruksi,Material Konstruksi,PT Arkayana Lestari Grup Tbk,IDX Live
BABP,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank MNC Internasional Tbk.,IDX Live
BABY,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Perdagangan Ritel,Ritel Khusus,Ritel Pakaian & Tekstil,PT Multitrend Indo Tbk.,IDX Live
BACA,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank Capital Indonesia Tbk,IDX Live
BACH,C,Industrials,Perindustrian,IDXINDUST,Jasa Perindustrian,Perdagangan Aneka Barang Perindustrian,Perdagangan Aneka Barang Perindustrian,PT Bach Multi Global Tbk,IDX Live
BAIK,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,PT Bersama Mencapai Puncak Tbk.,IDX Live
BAJA,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Logam & Mineral,Baja & Besi,Saranacentral Bajatama Tbk,IDX Live
BALI,J,Infrastructures,Infrastruktur,IDXINFRA,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,PT Bali Towerindo Sentra Tbk. ,IDX Live
BANK,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank Aladin Syariah Tbk,IDX Live
BAPA,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Bekasi Asri Pemula Tbk,IDX Live
BAPI,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Bhakti Agung Propertindo Tbk.,IDX Live
BATA,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Alas Kaki,Sepatu Bata Tbk,IDX Live
BATR,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Material Konstruksi,Material Konstruksi,PT Benteng Api Technic Tbk,IDX Live
BAUT,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Perdagangan Ritel,Ritel Khusus,Ritel Barang Rumah Tangga,PT Mitra Angkasa Sejahtera Tbk,IDX Live
BAYU,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Jasa Konsumen,Pariwisata & Rekreasi,Agen Perjalanan,Bayu Buana Tbk,IDX Live
BBCA,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank Central Asia Tbk.,IDX Live
BBHI,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Allo Bank Indonesia Tbk,IDX Live
BBKP,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank KB Indonesia Tbk,IDX Live
BBLD,G,Financials,Keuangan,IDXFINANCE,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Buana Finance Tbk,IDX Live
BBMD,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank Mestika Dharma Tbk.,IDX Live
BBNI,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank Negara Indonesia (Persero) Tbk,IDX Live
BBRI,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank Rakyat Indonesia (Persero) Tbk,IDX Live
BBRM,A,Energy,Energi,IDXENERGY,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Pelayaran Nasional Bina Buana Raya Tbk,IDX Live
BBSI,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Krom Bank Indonesia Tbk,IDX Live
BBSS,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT Bumi Benowo Sukses Sejahtera Tbk,IDX Live
BBTN,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank Tabungan Negara (Persero) Tbk,IDX Live
BBYB,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank Neo Commerce Tbk.,IDX Live
BCAP,G,Financials,Keuangan,IDXFINANCE,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,MNC Kapital Indonesia Tbk,IDX Live
BCIC,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank JTrust Indonesia Tbk. ,IDX Live
BCIP,H,Properties & Real Estate,Properti & Real Estat,IDXPROPERT,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Bumi Citra Permai Tbk,IDX Live
BDKR,J,Infrastructures,Infrastruktur,IDXINFRA,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,PT Berdikari Pondasi Perkasa Tbk.,IDX Live
BDMN,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank Danamon Indonesia Tbk,IDX Live
BEBS,B,Basic Materials,Barang Baku,IDXBASIC,Barang Baku,Material Konstruksi,Material Konstruksi,PT Berkah Beton Sadaya Tbk,IDX Live
BEEF,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Makanan Olahan,Makanan Olahan,PT Estika Tata Tiara Tbk.,IDX Live
BEER,D,Consumer Non-Cyclicals,Barang Konsumen Primer,IDXNONCYC,Makanan & Minuman,Minuman,Minuman Keras,PT Jobubu Jarum Minahasa Tbk,IDX Live
BEKS,G,Financials,Keuangan,IDXFINANCE,Bank,Bank,Bank,PT Bank Pembangunan Daerah Banten Tbk.,IDX Live
BELI,I,Technology,Teknologi,IDXTECHNO,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,PT Global Digital Niaga Tbk,IDX Live
BELL,E,Consumer Cyclicals,Barang Konsumen Non-Primer,IDXCYCLIC,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,PT Trisula Textile Industries Tbk,IDX Live
